image_idx,true_label,target_label,pred_label,success,l2_distance,best_c,time_seconds,confidence
44,9,3,3,True,1.8411502289528467,1.28125,22.166515350341797,0.0
45,1,4,4,True,2.2724510753304474,1.28125,22.127322912216187,0.0
46,6,3,3,True,1.8925401429891302,1.28125,21.139766931533813,0.0
47,8,1,1,True,1.8143137045719002,1.28125,22.560158729553223,0.0
48,2,3,3,True,2.6473656570022586,1.28125,21.912227630615234,0.0
49,1,0,0,True,3.113382335443302,1.28125,21.946807622909546,0.0
0,0,6,6,True,3.622587256055315,15.625,21.044644832611084,0.0
1,9,5,5,True,2.3092897143895463,1.28125,22.584571361541748,0.0
2,1,6,6,True,3.0630928555623114,1.28125,19.87395930290222,0.0
3,5,8,8,True,3.2356497054089894,1.28125,22.767922163009644,0.0
4,1,5,5,True,2.4754942506443323,1.28125,20.435429573059082,0.0
5,7,0,0,True,2.7530504993832823,1.28125,21.208982229232788,0.0
6,0,1,1,True,1.6614193408500193,1.28125,20.91887092590332,0.0
7,1,6,6,True,3.0476286127303656,1.28125,21.337505340576172,0.0
8,0,8,8,True,2.7940968616054978,1.28125,20.857088804244995,0.0
9,4,1,1,True,2.0108754584901836,1.28125,21.62836718559265,0.0
10,5,7,7,True,4.007480778639133,1.28125,21.799283981323242,0.0
11,4,7,7,True,2.142434462231523,1.28125,21.644539833068848,0.0
12,9,8,8,True,2.653869998786486,1.28125,21.808701038360596,0.0
13,2,5,5,True,2.246455155197349,1.28125,21.210936307907104,0.0
14,6,1,1,True,2.5911169820485997,1.28125,21.728052616119385,0.0
15,3,4,4,True,2.7983619530649224,1.28125,22.303531408309937,0.0
16,8,2,2,True,1.2254995611992325,1.28125,20.783106088638306,0.0
17,2,6,6,True,2.3751977537042386,1.28125,22.170621395111084,0.0
18,9,6,6,True,2.181719963796281,1.28125,21.14178705215454,0.0
19,4,5,5,True,3.1111400712648387,1.28125,20.175743341445923,0.0
20,2,9,9,True,3.40844823617172,1.28125,21.619844913482666,0.0
21,3,2,2,True,1.5289226673396787,1.28125,21.45091938972473,0.0
22,2,7,7,True,2.1260236630634575,1.28125,21.02285075187683,0.0
23,6,9,9,True,3.3888733729717773,1.28125,22.406610012054443,0.0
24,8,3,3,True,1.5512863604935803,1.28125,21.23297142982483,0.0
25,8,6,6,True,2.344313897008052,1.28125,22.420791149139404,0.0
26,0,8,8,True,1.8686456453409144,1.28125,21.853461027145386,0.0
27,5,4,4,True,2.9401901588444947,1.28125,21.017777919769287,0.0
28,9,2,2,True,2.51117060777441,1.28125,21.57522177696228,0.0
29,5,4,4,True,2.094858132523047,1.28125,21.408769369125366,0.0
30,6,9,9,True,3.324361759969125,1.28125,20.906575918197632,0.0
31,6,5,5,True,2.304896872110432,1.28125,20.95065927505493,0.0
32,9,8,8,True,1.6604563722286434,1.28125,22.69165587425232,0.0
33,4,2,2,True,2.329406999757668,1.28125,20.517531156539917,0.0
34,8,1,1,True,2.2924278960125983,1.28125,21.70409369468689,0.0
35,3,8,8,True,3.5598956845033953,1.28125,21.61755609512329,0.0
36,8,5,5,True,1.7421694356896997,1.28125,21.98959445953369,0.0
37,7,5,5,True,2.3645175695026706,1.28125,21.520334005355835,0.0
38,2,0,0,True,3.8360078576000514,1.28125,21.962215423583984,0.0
39,3,5,,False,inf,1000000.0,21.291282176971436,0.0
40,1,9,,False,inf,1000000.0,22.184076070785522,0.0
41,8,0,0,True,3.3651866234188277,15.625,21.6546630859375,0.0
42,8,3,3,True,1.0375529057445374,0.1140625,21.355382204055786,0.0
43,2,8,8,True,3.2056413396254158,1.28125,21.83256459236145,0.0
44,4,5,5,True,3.379965343861976,1.28125,21.764519691467285,0.0
45,8,6,6,True,1.655596046180179,1.28125,20.269052267074585,0.0
46,5,8,8,True,2.3202247474594233,1.28125,22.82875394821167,0.0
47,9,0,0,True,2.918187553240235,1.28125,20.79063892364502,0.0
48,8,9,9,True,2.056187651364362,1.28125,21.885634183883667,0.0
49,0,1,1,True,2.936069058835216,1.28125,21.04511308670044,0.0
0,4,1,1,True,1.9456314989686645,1.28125,21.782732248306274,0.0
1,8,4,4,True,3.656247391659059,15.625,21.63164234161377,0.0
2,8,7,7,True,3.2518226207860206,1.28125,21.359591007232666,0.0
3,7,8,,False,inf,1000000.0,20.322450637817383,0.0
4,2,6,6,True,2.2793301381329285,1.28125,22.009036540985107,0.0
5,0,9,9,True,3.194136648046167,1.28125,20.715367078781128,0.0
6,6,8,8,True,0.9338879620460915,0.1140625,21.015949964523315,0.0
7,1,0,0,True,2.6967847258663444,15.625,21.680872440338135,0.0
8,5,7,7,True,2.693583146523665,1.28125,22.641240119934082,0.0
9,7,0,0,True,2.345139765366662,1.28125,21.364992141723633,0.0
10,1,0,0,True,2.289044168548612,1.28125,22.033485174179077,0.0
11,1,6,6,True,3.086871119402346,1.28125,21.715712547302246,0.0
12,8,6,6,True,1.9428266705699846,1.28125,21.618526220321655,0.0
13,6,0,0,True,3.061455061786293,1.28125,22.092992544174194,0.0
14,7,2,2,True,0.5721233047733608,0.1140625,20.501856088638306,0.0
15,2,8,8,True,3.639872591911915,1.28125,22.12724280357361,0.0
16,5,9,9,True,2.4161042403034285,1.28125,20.71842050552368,0.0
17,7,2,2,True,2.70158448174504,1.28125,21.120755910873413,0.0
18,2,7,7,True,2.3348275804269285,1.28125,21.095139026641846,0.0
19,9,8,8,True,2.074772705130396,1.28125,22.631260633468628,0.0
20,0,5,5,True,2.06236301313991,1.28125,20.50880479812622,0.0
21,0,8,8,True,4.347350679611498,15.625,21.441288948059082,0.0
22,4,8,8,True,2.79089620026381,1.28125,22.279881477355957,0.0
23,7,4,4,True,3.7160000931788044,15.625,21.14742136001587,0.0
24,9,8,8,True,1.8114971148694043,1.28125,22.07104206085205,0.0
25,7,1,1,True,3.3255258359500517,1.28125,21.29787588119507,0.0
26,3,5,5,True,1.9375332860240864,1.28125,21.251054286956787,0.0
27,6,5,5,True,1.5913311423254783,1.28125,22.282622575759888,0.0
28,5,0,0,True,2.9525069947446547,1.28125,20.58889126777649,0.0
29,2,4,,False,inf,1000000.0,21.63189721107483,0.0
30,2,3,3,True,2.4677163386560594,1.28125,21.28415560722351,0.0
31,7,2,2,True,2.529465222739644,1.28125,21.961328506469727,0.0
32,9,3,3,True,1.4604524021247904,1.28125,20.689698696136475,0.0
33,9,5,5,True,2.050846818148247,1.28125,22.448627710342407,0.0
34,8,0,0,True,3.914057626930599,15.625,20.23831343650818,0.0
35,0,4,4,True,2.6066046530655185,1.28125,22.606247663497925,0.0
36,5,3,3,True,1.7951049047221501,1.28125,21.258997678756714,0.0
37,8,9,9,True,1.0857330788513182,0.1140625,21.488667964935303,0.0
38,8,3,3,True,1.532672299380666,0.1140625,21.872761726379395,0.0
39,8,7,7,True,1.7617801900837082,1.28125,21.58023166656494,0.0
40,7,5,5,True,2.9700897406175755,1.28125,20.6843478679657,0.0
41,8,2,2,True,0.7222655193685699,0.1140625,21.85440230369568,0.0
42,7,2,2,True,1.7594376574889519,1.28125,21.41083335876465,0.0
43,4,7,7,True,1.9710037410474137,1.28125,20.702855587005615,0.0
44,6,1,1,True,1.8720448412130002,1.28125,22.453364610671997,0.0
45,6,8,8,True,1.6462348576966643,1.28125,21.729013442993164,0.0
46,8,0,0,True,3.1800797803935623,15.625,22.01497483253479,0.0
47,2,9,9,True,2.459611032640073,1.28125,22.00015926361084,0.0
48,5,9,9,True,2.060513551270824,1.28125,21.305299997329712,0.0
49,2,0,0,True,2.7759278198334503,1.28125,21.35490107536316,0.0
0,3,5,5,True,0.5455856928698852,0.1140625,21.81823182106018,0.0
1,0,9,9,True,2.316157670216344,1.28125,20.852266550064087,0.0
2,6,2,2,True,2.47420719434318,1.28125,21.554274320602417,0.0
3,6,1,1,True,2.7189729094928756,1.28125,20.951918601989746,0.0
4,1,8,8,True,2.0449011217756605,1.28125,19.960484743118286,0.0
5,0,5,5,True,1.6117768373806733,0.1140625,21.47493839263916,0.0
6,2,3,3,True,2.1259395541823642,1.28125,22.07348895072937,0.0
7,9,8,8,True,2.5253332239222814,1.28125,21.416269540786743,0.0
8,5,3,3,True,2.3867543119537635,1.28125,21.95555353164673,0.0
9,0,5,5,True,2.114952117882932,1.28125,21.184281826019287,0.0
10,6,1,1,True,2.34780492327699,1.28125,22.005409002304077,0.0
11,9,5,5,True,2.460171437996445,1.28125,22.039342403411865,0.0
12,5,9,,False,inf,1000000.0,20.624582529067993,0.0
13,2,7,7,True,2.9186514141415567,1.28125,21.199392795562744,0.0
14,1,5,5,True,2.1608625088669022,1.28125,21.779956579208374,0.0
15,2,4,4,True,2.0658073494854228,1.28125,20.143837690353394,0.0
16,9,2,2,True,1.9526881835748762,1.28125,21.36690926551819,0.0
17,7,9,9,True,2.011751696863095,1.28125,21.82386088371277,0.0
18,3,5,5,True,3.0273829697560313,1.28125,21.87726664543152,0.0
19,1,3,3,True,0.8687557782866057,0.1140625,20.774255990982056,0.0
20,7,1,1,True,1.724521725458856,1.28125,21.652684450149536,0.0
21,0,5,5,True,2.6044134607992797,1.28125,21.44285821914673,0.0
22,0,1,1,True,3.2683666347251155,1.28125,22.664182901382446,0.0
23,9,8,8,True,1.6883017436791212,1.28125,21.065383434295654,0.0
24,9,3,3,True,1.6430917995808925,1.28125,21.714665412902832,0.0
25,9,1,1,True,3.151418027653896,1.28125,21.844487190246582,0.0
26,7,0,0,True,3.2519856769204116,1.28125,21.34045696258545,0.0
27,3,9,9,True,1.7412982261973344,1.28125,21.725907802581787,0.0
28,7,8,8,True,3.2436058526911533,15.625,21.585079669952393,0.0
29,8,2,2,True,2.006632179627145,1.28125,22.009005308151245,0.0
30,1,9,9,True,2.2595083870036734,1.28125,21.342857837677002,0.0
31,2,1,1,True,2.2745993879787836,1.28125,22.061766386032104,0.0
32,9,0,0,True,2.6043429709200483,1.28125,22.282410860061646,0.0
33,1,3,3,True,2.220897978032063,1.28125,22.093950271606445,0.0
34,5,0,0,True,2.2286484968741993,1.28125,22.622817993164062,0.0
35,9,5,5,True,2.399447051564022,1.28125,20.924440383911133,0.0
36,8,2,2,True,1.952528107034197,1.28125,22.141570568084717,0.0
37,8,9,9,True,1.2344661630695561,0.1140625,22.02261734008789,0.0
38,2,8,8,True,1.8810154740154899,1.28125,21.153950452804565,0.0
39,9,6,6,True,2.6240632338464347,1.28125,21.418885469436646,0.0
40,8,1,1,True,2.7363000687243852,1.28125,21.65934109687805,0.0
41,0,4,4,True,3.464301753955053,1.28125,21.677144289016724,0.0
42,5,0,0,True,3.826885038141832,1.28125,20.596057176589966,0.0
43,1,9,9,True,2.545119915368617,1.28125,22.399773836135864,0.0
44,9,4,4,True,1.5148313351654115,0.1140625,20.826518058776855,0.0
45,3,4,4,True,3.1074169645624306,1.28125,22.25284504890442,0.0
46,5,1,1,True,4.226495259256027,15.625,20.911518096923828,0.0
47,4,7,7,True,2.5807162123174385,1.28125,21.233320713043213,0.0
48,8,3,3,True,1.8960770740255106,1.28125,21.684536695480347,0.0
49,6,8,8,True,3.1282133747311227,1.28125,21.975430011749268,0.0
0,4,6,6,True,2.9701435231681605,1.28125,20.27173948287964,0.0
1,4,8,8,True,1.9497427990826028,1.28125,21.690311908721924,0.0
2,7,5,5,True,2.943840326757856,1.28125,21.989527463912964,0.0
3,0,2,2,True,2.225872267431721,1.28125,20.828643560409546,0.0
4,7,8,8,True,2.899056340291539,1.28125,21.707839250564575,0.0
5,5,0,0,True,3.889120278210885,1.28125,21.378875255584717,0.0
6,3,4,4,True,2.934751482812325,1.28125,21.75008797645569,0.0
7,7,1,1,True,2.6651419413199764,1.28125,21.803056955337524,0.0
8,2,5,5,True,2.5380870647361866,1.28125,21.3530170917511,0.0
9,3,9,9,True,3.24195526394345,1.28125,22.411341428756714,0.0
10,9,7,7,True,1.7973316441668563,1.28125,21.50934934616089,0.0
11,3,1,1,True,1.9754353200432346,1.28125,20.70725917816162,0.0
12,8,0,0,True,4.037943170277006,15.625,21.66049075126648,0.0
13,4,2,2,True,3.0783108882639985,1.28125,22.051421642303467,0.0
14,1,7,7,True,2.5026674345330653,1.28125,20.527095556259155,0.0
15,7,2,,False,inf,1000000.0,21.560678482055664,0.0
16,0,3,3,True,2.9557138226932858,1.28125,21.685530185699463,0.0
17,6,5,5,True,1.9003396885035213,1.28125,22.48826289176941,0.0
18,7,9,9,True,1.9189817779415352,1.28125,21.095649003982544,0.0
19,9,8,8,True,1.5953143053483603,1.28125,22.266627311706543,0.0
20,7,1,1,True,0.9121100611551387,1.28125,21.535356044769287,0.0
21,2,9,9,True,2.882716562385684,1.28125,22.04415774345398,0.0
22,3,5,5,True,1.5847929032826864,0.1140625,20.88897132873535,0.0
23,0,1,1,True,3.713517554990899,1.28125,21.03283715248108,0.0
24,3,4,4,True,2.672875824812242,1.28125,22.20559787750244,0.0
25,8,4,4,True,3.199354380805523,1.28125,21.004955768585205,0.0
26,1,2,2,True,2.3501353448080424,1.28125,21.285647869110107,0.0
27,9,2,2,True,1.6969566985918503,1.28125,22.35249352455139,0.0
28,7,0,0,True,2.7035597082324228,1.28125,21.69170331954956,0.0
29,6,1,1,True,2.204924153171767,1.28125,20.808457374572754,0.0
30,6,3,3,True,2.0419712877412644,0.1140625,22.166072130203247,0.0
31,3,4,4,True,2.3258223443185733,1.28125,21.474576950073242,0.0
32,8,2,2,True,1.355627133133416,0.1140625,22.31890106201172,0.0
33,7,0,0,True,3.7094043656611286,1.28125,21.671156406402588,0.0
34,3,8,8,True,3.0572085696900735,1.28125,20.598641633987427,0.0
35,8,9,9,True,1.678376577831006,1.28125,22.41891884803772,0.0
36,8,0,0,True,1.6031019302106213,1.28125,22.3362238407135,0.0
37,7,8,8,True,2.816091998764922,1.28125,20.667681455612183,0.0
38,5,8,8,True,2.940046789095424,1.28125,21.69932270050049,0.0
39,7,9,9,True,2.367430117420652,1.28125,21.835386037826538,0.0
40,2,0,0,True,3.97509822604137,1.28125,22.358798503875732,0.0
41,7,9,9,True,2.3456352281233084,1.28125,21.30656909942627,0.0
42,5,0,0,True,2.536016333031029,1.28125,23.047045469284058,0.0
43,2,9,9,True,3.285794843550986,1.28125,20.57973051071167,0.0
44,4,9,9,True,2.2983217418987856,1.28125,23.642443418502808,0.0
45,7,0,0,True,2.2381356343408454,1.28125,21.122928142547607,0.0
46,0,8,8,True,3.0704628322770056,1.28125,21.502525329589844,0.0
47,1,6,6,True,1.622906950830539,1.28125,22.352503299713135,0.0
48,6,9,9,True,2.847260038129894,1.28125,22.124975442886353,0.0
49,7,6,,False,inf,1000000.0,20.89273953437805,0.0
0,8,7,7,True,1.608505458548607,1.28125,21.983864784240723,0.0
1,5,7,7,True,2.639430390954891,1.28125,22.167468786239624,0.0
2,5,6,6,True,3.1243239625202635,1.28125,21.2510507106781,0.0
3,0,2,2,True,1.927520028887242,1.28125,21.87690830230713,0.0
4,8,6,6,True,3.682608253146481,15.625,22.392048120498657,0.0
5,8,1,1,True,2.4998989084785617,1.28125,21.880948543548584,0.0
6,9,1,1,True,2.475336680005838,1.28125,22.43308162689209,0.0
7,9,6,6,True,3.4530175654066455,15.625,22.316468238830566,0.0
8,3,7,7,True,2.692316928260807,1.28125,23.162096977233887,0.0
9,0,2,2,True,1.5378278243245718,1.28125,22.402092695236206,0.0
10,7,4,4,True,1.8484534707109017,1.28125,23.261131286621094,0.0
11,6,8,8,True,2.6953044504238948,1.28125,20.314562797546387,0.0
12,9,2,2,True,2.6185916606950053,1.28125,22.266343116760254,0.0
13,9,6,6,True,2.964590592061582,15.625,21.23689293861389,0.0
14,6,3,3,True,2.6382332528323,1.28125,21.386140823364258,0.0
15,0,5,5,True,1.4578204024939885,0.1140625,22.03591799736023,0.0
16,5,3,3,True,2.290697574896929,1.28125,22.34690237045288,0.0
17,4,3,3,True,2.8175273468125597,1.28125,22.292729377746582,0.0
18,4,3,3,True,1.4091837480450853,1.28125,22.447617292404175,0.0
19,5,0,0,True,3.489913029065259,1.28125,22.579651832580566,0.0
20,6,0,0,True,2.320584265209884,1.28125,21.130621433258057,0.0
21,7,0,0,True,2.45913174697384,1.28125,22.62656855583191,0.0
22,8,7,7,True,2.731828299258286,1.28125,21.92250347137451,0.0
23,3,2,2,True,2.538917044361275,1.28125,22.074482917785645,0.0
24,5,3,3,True,1.9210779661792183,1.28125,23.251394510269165,0.0
25,7,0,,False,inf,1000000.0,21.698349714279175,0.0
26,8,4,4,True,2.7589606901813264,1.28125,22.778300523757935,0.0
27,5,4,4,True,2.4794244926018942,1.28125,21.367391109466553,0.0
28,9,1,1,True,3.007874644244384,15.625,22.250470876693726,0.0
29,9,3,3,True,1.9361414299331263,1.28125,20.962462186813354,0.0
30,3,9,9,True,2.5143121172243204,1.28125,22.25853133201599,0.0
31,6,0,0,True,2.910254560000535,1.28125,21.830669403076172,0.0
32,4,5,5,True,2.299755547842854,1.28125,22.213154315948486,0.0
33,1,4,4,True,2.2649707770409777,1.28125,22.402963161468506,0.0
34,9,7,7,True,1.384802297259915,0.1140625,21.68842887878418,0.0
35,4,0,0,True,2.6757696666606035,1.28125,21.91298198699951,0.0
36,8,9,9,True,2.1056977043157095,1.28125,22.236236095428467,0.0
37,6,1,1,True,2.273289416756887,1.28125,21.837449550628662,0.0
38,9,6,6,True,3.766746892046594,15.625,21.01983618736267,0.0
39,2,3,3,True,1.2721459327453117,0.1140625,22.07816982269287,0.0
40,5,3,3,True,0.3658682071353658,0.1140625,22.788833379745483,0.0
41,4,9,9,True,2.5687789284221147,1.28125,20.70324206352234,0.0
42,7,8,8,True,2.743199349241271,1.28125,23.049562692642212,0.0
43,2,7,,False,inf,1000000.0,22.382795333862305,0.0
44,0,9,9,True,2.761270834765182,1.28125,21.705833435058594,0.0
45,0,9,9,True,1.6267536677613335,1.28125,21.539501667022705,0.0
46,0,3,3,True,2.244742290428782,1.28125,22.749792098999023,0.0
47,0,5,5,True,2.3125688697251117,1.28125,20.732182264328003,0.0
48,2,0,0,True,3.187550263850017,1.28125,22.518860578536987,0.0
49,0,2,2,True,1.7651798733702926,1.28125,21.307116985321045,0.0
0,4,2,2,True,1.9561919889288573,1.28125,21.447814464569092,0.0
1,7,8,8,True,2.8259349794892277,1.28125,22.684702396392822,0.0
2,1,2,2,True,2.4644113394108733,1.28125,21.945720672607422,0.0
3,8,0,0,True,2.9853731253821367,15.625,21.816800832748413,0.0
4,0,3,3,True,1.3204360994349709,0.1140625,21.819444179534912,0.0
5,0,7,7,True,2.600472803408936,1.28125,21.791226387023926,0.0
6,0,3,3,True,2.097445742026971,1.28125,21.87725830078125,0.0
7,1,3,3,True,1.9817526603864704,1.28125,21.707317352294922,0.0
8,0,5,5,True,1.176118314468011,0.1140625,22.36696195602417,0.0
9,1,7,7,True,2.8335520902967875,15.625,21.71029305458069,0.0
10,9,1,1,True,2.8405052369641397,1.28125,22.717098712921143,0.0
11,1,9,9,True,1.8052163938535721,1.28125,21.82296371459961,0.0
12,3,9,9,True,2.6679090546259037,1.28125,22.529158353805542,0.0
13,7,9,9,True,1.7670721689327447,1.28125,22.029957056045532,0.0
14,2,0,0,True,4.331226766064352,15.625,22.08051586151123,0.0
15,3,1,1,True,2.972982020329199,1.28125,20.76636815071106,0.0
16,4,2,2,True,2.36441330711558,1.28125,22.38877296447754,0.0
17,4,7,7,True,1.2520065891317949,1.28125,21.780073165893555,0.0
18,0,6,6,True,2.6892202327733714,1.28125,21.883668422698975,0.0
19,6,5,5,True,1.6264388243518817,0.1140625,21.990981340408325,0.0
20,6,8,8,True,0.8435328168743175,1.28125,22.86297297477722,0.0
21,8,6,6,True,3.0304808279821027,1.28125,22.07112693786621,0.0
22,1,3,3,True,2.18876447915735,1.28125,22.362611770629883,0.0
23,6,3,3,True,2.1784933777525284,0.1140625,21.89294171333313,0.0
24,7,9,9,True,2.7554291971351406,1.28125,21.829423666000366,0.0
25,3,2,2,True,2.689073501200895,1.28125,22.702634811401367,0.0
26,4,9,9,True,1.7321382137680177,1.28125,21.636207342147827,0.0
27,3,4,4,True,3.541894045243925,1.28125,21.582977056503296,0.0
28,6,4,4,True,2.796310794119998,1.28125,22.915112257003784,0.0
29,6,7,,False,inf,1000000.0,21.334099769592285,0.0
30,2,1,1,True,1.8869967364438152,1.28125,21.52834701538086,0.0
31,4,0,0,True,2.621409458300093,1.28125,21.831307888031006,0.0
32,0,7,7,True,2.027732267986769,1.28125,22.430912971496582,0.0
33,8,3,3,True,2.2077119300867944,0.1140625,21.363584518432617,0.0
34,9,8,8,True,2.986871284503306,1.28125,22.908438444137573,0.0
35,1,0,0,True,4.122867842364762,15.625,21.477700233459473,0.0
36,9,7,7,True,1.7067443466886343,1.28125,22.23475170135498,0.0
37,0,1,1,True,3.1214228183260597,1.28125,22.618792295455933,0.0
38,0,3,3,True,2.167224983270725,1.28125,22.15807867050171,0.0
39,7,0,0,True,2.2914214494307092,1.28125,21.277268886566162,0.0
40,9,3,3,True,2.1896040470536073,1.28125,22.11203384399414,0.0
41,7,5,5,True,2.532713008105538,1.28125,22.178030014038086,0.0
42,9,6,6,True,4.604819319138815,212.5,21.618903398513794,0.0
43,3,8,8,True,2.6970967896674516,1.28125,22.226376056671143,0.0
44,9,5,5,True,2.561920937961299,1.28125,22.182432413101196,0.0
45,9,6,6,True,4.566633468470133,212.5,21.957366228103638,0.0
46,4,8,8,True,2.4244842256082815,1.28125,21.862845182418823,0.0
47,7,5,5,True,2.5251009628204026,1.28125,21.851449728012085,0.0
48,3,1,1,True,3.1921819073464226,1.28125,22.18336534500122,0.0
49,1,7,7,True,2.62154997310267,1.28125,21.25617814064026,0.0
0,2,5,5,True,2.4565250621272674,1.28125,22.60675048828125,0.0
1,9,2,2,True,2.621772325799175,1.28125,20.824811935424805,0.0
2,9,7,7,True,1.2811981283713112,0.1140625,22.600520849227905,0.0
3,2,0,0,True,3.1114065923093395,15.625,20.584123134613037,0.0
4,2,1,1,True,2.0115336212602686,1.28125,22.263808727264404,0.0
5,2,6,6,True,2.5143243495647996,1.28125,22.013632774353027,0.0
6,9,6,6,True,4.530144707934737,15.625,21.79484510421753,0.0
7,4,9,9,True,1.5525663848787807,1.28125,21.511398315429688,0.0
8,7,8,8,True,2.7183959555024972,1.28125,22.47818922996521,0.0
9,2,1,,False,inf,1000000.0,21.22494888305664,0.0
10,6,4,4,True,2.8523028523071137,1.28125,21.213217735290527,0.0
11,7,5,5,True,3.449968785683775,1.28125,22.34250283241272,0.0
12,8,5,5,True,2.072434284562617,1.28125,21.841137886047363,0.0
13,8,1,1,True,2.932851806767431,1.28125,22.152247428894043,0.0
14,7,2,2,True,2.6261467018492684,1.28125,22.281442880630493,0.0
15,3,4,4,True,3.8849941702348523,15.625,21.080530881881714,0.0
16,9,5,5,True,2.3608828141287193,1.28125,22.948784828186035,0.0
17,0,7,7,True,2.6071304444168732,1.28125,20.844303131103516,0.0
18,0,8,8,True,3.4588572706566563,1.28125,21.238242387771606,0.0
19,3,4,4,True,2.824444647021236,1.28125,20.943826913833618,0.0
20,5,4,4,True,3.2205651359539176,1.28125,22.995115041732788,0.0
21,3,1,1,True,2.9343293305276963,1.28125,20.77771544456482,0.0
22,9,1,1,True,2.209602519060007,1.28125,22.415597677230835,0.0
23,4,9,9,True,2.7216667226996556,1.28125,22.306201219558716,0.0
24,7,8,8,True,3.1586850281688004,1.28125,21.748101234436035,0.0
25,2,7,7,True,2.2842334416438423,1.28125,22.565147161483765,0.0
26,7,2,2,True,2.4730877010221497,1.28125,21.720157861709595,0.0
27,4,9,9,True,2.4036500434108468,1.28125,21.690694570541382,0.0
28,8,7,7,True,1.591059039839696,1.28125,22.49606680870056,0.0
29,2,1,1,True,3.7066929364359833,1.28125,22.147521018981934,0.0
30,3,7,7,True,2.372539249332669,1.28125,21.45052981376648,0.0
31,7,9,9,True,1.7045178798410283,1.28125,21.927524089813232,0.0
32,4,8,8,True,2.273210127429329,1.28125,23.0925509929657,0.0
33,1,8,8,True,2.345502071356118,1.28125,21.824730157852173,0.0
34,9,6,6,True,4.175536873842027,15.625,22.01670527458191,0.0
35,3,4,4,True,3.9214164800206865,1.28125,22.009142637252808,0.0
36,9,8,8,True,2.177705253098444,1.28125,21.806936502456665,0.0
37,6,4,4,True,1.9952083049624267,1.28125,21.33644199371338,0.0
38,3,0,0,True,2.389969081279642,1.28125,22.364971160888672,0.0
39,1,2,2,True,2.618716394031275,1.28125,21.322662115097046,0.0
40,9,6,6,True,4.107263755203648,212.5,22.959848880767822,0.0
41,8,0,0,True,2.4696674814997355,1.28125,21.711701154708862,0.0
42,5,7,7,True,2.9190274811222445,1.28125,21.416879415512085,0.0
43,3,6,,False,inf,1000000.0,22.702982664108276,0.0
44,0,9,9,True,1.6768392144307862,1.28125,21.592039823532104,0.0
45,8,4,4,True,1.8467257779894057,1.28125,21.26746416091919,0.0
46,6,9,9,True,2.9456255920914627,1.28125,22.20214867591858,0.0
47,5,3,3,True,1.9011240971778995,1.28125,22.723620891571045,0.0
48,3,9,9,True,3.1864655255904415,15.625,21.790810346603394,0.0
49,5,1,1,True,2.9368082408863185,1.28125,21.816943645477295,0.0
0,0,1,1,True,2.8176230501723523,1.28125,22.31261706352234,0.0
1,2,1,1,True,2.087391778573409,1.28125,21.844730377197266,0.0
2,7,6,6,True,3.788296777493183,15.625,22.458962202072144,0.0
3,9,8,8,True,0.03265911308769756,1.953125e-06,21.2246515750885,0.0
4,8,0,0,True,2.3465020870164506,1.28125,21.907585620880127,0.0
5,8,4,4,True,2.3124577286439503,1.28125,22.04204297065735,0.0
6,2,7,7,True,2.363534658417974,1.28125,22.664788246154785,0.0
7,3,9,9,True,2.480573420681566,1.28125,20.348769187927246,0.0
8,5,9,9,True,2.77840852781745,1.28125,23.078369855880737,0.0
9,7,8,8,True,3.4290189678015737,1.28125,21.708930730819702,0.0
10,9,3,3,True,1.4138291308638737,1.28125,21.451107025146484,0.0
11,1,4,4,True,2.7746367105036756,1.28125,21.768926858901978,0.0
12,5,9,9,True,2.447932780327755,1.28125,21.643680572509766,0.0
13,2,7,7,True,2.886166324848154,1.28125,22.03854489326477,0.0
14,2,6,6,True,2.4388238295226974,1.28125,21.6192889213562,0.0
15,5,0,0,True,2.807144831189065,1.28125,21.95061707496643,0.0
16,7,3,3,True,2.646405816407829,1.28125,21.449920654296875,0.0
17,2,7,7,True,3.099425533349654,1.28125,22.57639479637146,0.0
18,3,6,6,True,2.1440716026790128,1.28125,20.61266565322876,0.0
19,9,4,4,True,1.1844820019540971,0.1140625,21.07036828994751,0.0
20,8,6,6,True,2.7953696861835793,1.28125,21.993704795837402,0.0
21,9,8,8,True,1.760671367691468,1.28125,21.500099658966064,0.0
22,3,1,1,True,3.4951690303328884,1.28125,22.094080686569214,0.0
23,0,1,1,True,2.7447798340824074,1.28125,21.800097465515137,0.0
24,5,9,9,True,2.453698838293769,1.28125,22.976882219314575,0.0
25,9,3,3,True,1.7589428467479011,1.28125,21.663541793823242,0.0
26,4,1,1,True,2.3527879531842486,1.28125,21.49964451789856,0.0
27,3,7,7,True,3.39702175072553,1.28125,21.718858242034912,0.0
28,0,3,3,True,2.3802768911648244,1.28125,22.583087921142578,0.0
29,5,1,1,True,2.9736342556954627,1.28125,22.296468496322632,0.0
30,9,5,5,True,2.48127005542558,1.28125,20.96358323097229,0.0
31,0,5,5,True,2.6775219232710623,1.28125,23.397135734558105,0.0
32,5,4,4,True,2.7803746249587924,1.28125,21.555893659591675,0.0
33,6,2,2,True,2.1530337465213285,1.28125,21.990159511566162,0.0
34,4,5,5,True,1.9546000289556325,1.28125,21.364075899124146,0.0
35,5,2,2,True,1.7635230321588755,1.28125,23.109521627426147,0.0
36,0,3,3,True,3.4425943252838493,1.28125,20.771482706069946,0.0
